คำ	นับวรรค	ไม่นับวรรค	พยัญชนะ	สระ	วรรณยุกต์	การันต์
ผัดกะเพรา	9	9	5	4	0	0
ผัดขี้เมา	9	9	4	4	1	0
ผัดเพี้ยน	9	9	5	3	1	0
ผ้าขาวม้า	9	9	4	3	2	0
ผ้าชุบสรง	9	9	6	2	1	0
ผ้าชุบอาบ	9	9	5	3	1	0
ผ่าปากม้า	9	9	4	3	2	0
ผ้าพันแผล	9	9	5	3	1	0
ผ้าลูกไม้	9	9	4	3	2	0
ผ้าสันถัต	9	9	5	3	1	0
ผาสามเส้า	9	9	4	4	1	0
ผ้าห้อยหอ	9	9	6	1	2	0
ผ้าอนามัย	9	9	5	3	1	0
ผ้าอาบน้ำ	9	9	4	3	2	0
ผ้าเกี้ยว	9	9	4	3	2	0
ผ้าเหลือง	9	9	5	3	1	0
ผ้าโพกหัว	9	9	5	3	1	0
ผ้าใบกลอย	9	9	6	2	1	0
ผิดสังเกต	9	9	6	3	0	0
ผิดเพี้ยน	9	9	5	3	1	0
ผีพุ่งไต้	9	9	4	3	2	0
ผูกปิ่นโต	9	9	5	3	1	0
ผู้ขับขี่	9	9	4	3	2	0
ผู้จัดการ	9	9	5	3	1	0
ผู้ตราส่ง	9	9	5	2	2	0
ผู้ต้องหา	9	9	5	2	2	0
ผู้บริโภค	9	9	5	3	1	0
ผู้ปกครอง	9	9	7	1	1	0
ผู้ป่วยใน	9	9	5	2	2	0
ผู้รับรอง	9	9	6	2	1	0
ผู้สำเร็จ	9	9	4	4	1	0
ผู้อนุบาล	9	9	5	3	1	0
ผู้โดยสาร	9	9	5	3	1	0
เผชิญหน้า	9	9	5	3	1	0
เผยิบผยาบ	9	9	6	3	0	0
เผลาะแผละ	9	9	4	5	0	0
เผือกกะลา	9	9	5	4	0	0
แผ่กระจาด	9	9	5	3	1	0
แผ่นเสียง	9	9	5	3	1	0
แผ่พังพาน	9	9	5	3	1	0
แผลงฤทธิ์	9	9	6	3	0	1
ไผ่ผากมัน	9	9	5	3	1	0
ไผ่เลี้ยง	9	9	4	3	2	0
ฝนสั่งฟ้า	9	9	5	2	2	0
ฝนห่าแก้ว	9	9	5	2	2	0
ฝนไล่ช้าง	9	9	5	2	2	0
ฝันเฟื่อง	9	9	5	3	1	0
ฝากทรัพย์	9	9	6	2	0	1
ฝ่าพระบาท	9	9	5	3	1	0
ฝาหอยโข่ง	9	9	6	2	1	0
ฝุ่นเมือง	9	9	5	3	1	0
พจนานุกรม	9	9	7	2	0	0
พญาดาบหัก	9	9	6	3	0	0
พนมสวรรค์	9	9	8	0	0	1
พยักพเยิด	9	9	6	3	0	0
พยานบุคคล	9	9	7	2	0	0
พยานวัตถุ	9	9	6	3	0	0
พยุหบาตรา	9	9	6	3	0	0
พยุหยาตรา	9	9	6	3	0	0
พยุหแสนยา	9	9	6	3	0	0
พรมน้ำมัน	9	9	6	2	1	0
พรรคนาวิน	9	9	7	2	0	0
พรหมจรรย์	9	9	8	0	0	1
พรหมทัณฑ์	9	9	7	1	0	1
พรหมนิมิต	9	9	7	2	0	0
พรหมลิขิต	9	9	7	2	0	0
พรหมวิหาร	9	9	7	2	0	0
พรหมาสตร์	9	9	7	1	0	1
พรหมินทร์	9	9	7	1	0	1
พรหเมนทร์	9	9	7	1	0	1
พร้อมญาติ	9	9	6	2	1	0
พร่อมพร้อ	9	9	7	0	2	0
พร้อมพรัก	9	9	7	1	1	0
พร้อมสรรพ	9	9	8	0	1	0
พร้อมหน้า	9	9	6	1	2	0
พระกรน้อย	9	9	7	1	1	0
พระทองหวน	9	9	8	1	0	0
พระนางเธอ	9	9	6	3	0	0
พระประธาน	9	9	6	3	0	0
พระพันวศา	9	9	6	3	0	0
พระพันวษา	9	9	6	3	0	0
พระสนมเอก	9	9	7	2	0	0
พระหารณย์	9	9	6	2	0	1
พระอภิบาล	9	9	6	3	0	0
พระอันดับ	9	9	6	3	0	0
พระไอยการ	9	9	6	3	0	0
พรักพร้อม	9	9	7	1	1	0
พรั่นกว้า	9	9	5	2	2	0
พรั่นพรึง	9	9	6	2	1	0
พร่างพราว	9	9	6	2	1	0
พริ้งพราย	9	9	6	2	1	0
พริ้งเพรา	9	9	5	3	1	0
พริ้มพราย	9	9	6	2	1	0
พริ้มเพรา	9	9	5	3	1	0
พฤกษเทวดา	9	9	7	3	0	0
พฤฒาจารย์	9	9	6	3	0	1
พฤติการณ์	9	9	6	3	0	1
พฤศจิกายน	9	9	7	3	0	0
พลอยสามสี	9	9	7	2	0	0
พลั้งพลาด	9	9	6	2	1	0
พลังเงียบ	9	9	6	3	0	0
พลั้งเผลอ	9	9	6	2	1	0
พลาดพลั้ง	9	9	6	2	1	0
พลุกพล่าน	9	9	6	2	1	0
พวงจะริตา	9	9	6	3	0	0
พวงดอกไม้	9	9	7	1	1	0
พอดิบพอดี	9	9	7	2	0	0
พอทำพอกิน	9	9	7	2	0	0
พ่อพันธุ์	9	9	5	2	1	1
พอมีพอกิน	9	9	7	2	0	0
พ่อเลี้ยง	9	9	5	2	2	0
พอโลเนียม	9	9	6	3	0	0
พ่ะย่ะค่ะ	9	9	3	3	3	0
พะวักพะวน	9	9	6	3	0	0
พะอากพะอำ	9	9	5	4	0	0
พะอืดพะอม	9	9	6	3	0	0
พัดพุดตาน	9	9	6	3	0	0
พันธนาการ	9	9	6	3	0	0
พันธนาคาร	9	9	6	3	0	0
พันธุกรรม	9	9	7	2	0	0
พากย์หนัง	9	9	6	2	0	1
พาณิชยการ	9	9	6	3	0	0
พานพระศรี	9	9	6	3	0	0
พานรินทร์	9	9	6	2	0	1
พายุบุแคม	9	9	5	4	0	0
พาลกระแชง	9	9	6	3	0	0
พาหุยุทธ์	9	9	5	3	0	1
พาหุสัจจะ	9	9	5	4	0	0
พิถีพิถัน	9	9	5	4	0	0
พิธีรีตอง	9	9	6	3	0	0
พินัยกรรม	9	9	7	2	0	0
พินัยหลวง	9	9	7	2	0	0
พิมพการัง	9	9	6	3	0	0
พิมพาภรณ์	9	9	6	2	0	1
พิริยโยธา	9	9	5	4	0	0
พิรี้พิไร	9	9	4	4	1	0
พิลังกาสา	9	9	5	4	0	0
พิหเคนทร์	9	9	6	2	0	1
พิเคราะห์	9	9	4	4	0	1
พี่เลี้ยง	9	9	4	3	2	0
พืชพันธุ์	9	9	5	3	0	1
พื้นเมือง	9	9	5	3	1	0
พุทธปฏิมา	9	9	6	3	0	0
พุทธมามกะ	9	9	6	3	0	0
พุทธรักษา	9	9	6	3	0	0
พุทธังกูร	9	9	6	3	0	0
พุทธางกูร	9	9	6	3	0	0
พุ่มเทียน	9	9	5	3	1	0
พูดเป็นไฟ	9	9	5	4	0	0
เพชรตาแมว	9	9	6	3	0	0
เพราพริ้ง	9	9	5	3	1	0
เพราเพริศ	9	9	5	4	0	0
เพริศพราย	9	9	6	3	0	0
เพรียงหิน	9	9	6	3	0	0
เพิ่มเติม	9	9	4	4	1	0
เพี้ยกวาน	9	9	5	3	1	0
เพียงนั้น	9	9	5	3	1	0
เพียงไหล่	9	9	5	3	1	0
เพี้ยนผัด	9	9	5	3	1	0
เพียบแประ	9	9	5	4	0	0
เพื่อนตาย	9	9	5	3	1	0
เพื่อนฝูง	9	9	5	3	1	0
เพื่อนยาก	9	9	5	3	1	0
แพ้ภัยตัว	9	9	5	3	1	0
แพร่งพราย	9	9	6	2	1	0
แพร่สะพัด	9	9	5	3	1	0
แพะรับบาป	9	9	5	4	0	0
แพ้เปรียบ	9	9	5	3	1	0
โพธิสมภาร	9	9	6	3	0	0
โพธิสัตว์	9	9	5	3	0	1
ฟอกน้ำตาล	9	9	6	2	1	0
ฟอร์มาลิน	9	9	6	2	0	1
ฟักเหลือง	9	9	6	3	0	0
ฟั่นเฟือน	9	9	5	3	1	0
ฟันเลื่อย	9	9	5	3	1	0
ฟุ่มเฟือย	9	9	5	3	1	0
ฟูมเลี้ยง	9	9	5	3	1	0
เฟื่องฟ้า	9	9	4	3	2	0
แฟรนเซียม	9	9	6	3	0	0
ไฟฟ้าสถิต	9	9	5	3	1	0
ไฟลามทุ่ง	9	9	5	3	1	0
ภรตศาสตร์	9	9	7	1	0	1
ภักตกฤตย์	9	9	7	2	0	1
ภัณฑูกรรม	9	9	7	2	0	0
ภัทรกุมภ์	9	9	6	2	0	1
ภัทรบทมาส	9	9	7	2	0	0
ภาคนิพนธ์	9	9	6	2	0	1
ภาคภูมิใจ	9	9	5	4	0	0
ภาพประกอบ	9	9	7	2	0	0
ภาพลักษณ์	9	9	6	2	0	1
ภาพเสมือน	9	9	6	3	0	0
ภารตวิทยา	9	9	6	3	0	0
ภาระจำยอม	9	9	6	3	0	0
ภาษาคำโดด	9	9	5	4	0	0
ภินทนาการ	9	9	6	3	0	0
ภีรุกชาติ	9	9	5	4	0	0
ภูบดินทร์	9	9	6	2	0	1
ภูมิปัญญา	9	9	5	4	0	0
ภูมิลำเนา	9	9	4	5	0	0
ภูมิอากาศ	9	9	5	4	0	0
เภสัชกรรม	9	9	7	2	0	0
เภสัชเคมี	9	9	5	4	0	0
เภสัชเพลา	9	9	5	4	0	0
โภคทรัพย์	9	9	6	2	0	1
ไภษัชคุรุ	9	9	5	4	0	0
มงคลหัตถี	9	9	7	2	0	0
มนทิราลัย	9	9	6	3	0	0
มนินทรีย์	9	9	6	2	0	1
มนุษยชาติ	9	9	6	3	0	0
มนุษยธรรม	9	9	8	1	0	0
มนุษย์มนา	9	9	6	2	0	1
มยุรอาสน์	9	9	6	2	0	1
มรณันติก-	9	9	6	2	0	0
มฤคทายวัน	9	9	7	3	0	0
มฤคระเริง	9	9	6	4	0	0
มฤคศิรมาส	9	9	7	3	0	0
มฤจฉาทิฐิ	9	9	6	4	0	0
มล่าวเมลา	9	9	5	3	1	0
ม้วนเสื่อ	9	9	5	2	2	0
มหัจฉริย-	9	9	6	2	0	0
มหัจฉริยะ	9	9	6	3	0	0
มหัศจรรย์	9	9	7	1	0	1
มหาขันธกะ	9	9	6	3	0	0
มหาติมิระ	9	9	5	4	0	0
มหาบัณฑิต	9	9	6	3	0	0
มหาศักราช	9	9	6	3	0	0
มหาหิงคุ์	9	9	5	3	0	1
มหาอุปราช	9	9	6	3	0	0
มหาโชตรัต	9	9	6	3	0	0
มหุดิฤกษ์	9	9	6	3	0	1
มองเสี้ยว	9	9	6	2	1	0
มองโกเลีย	9	9	6	3	0	0
มอญตีดั้ง	9	9	6	2	1	0
มะกอกบ้าน	9	9	6	2	1	0
มะกอกพราน	9	9	7	2	0	0
มะขามป้อม	9	9	6	2	1	0
มะค่าหนาม	9	9	5	3	1	0
มะค่าใหญ่	9	9	4	3	2	0
มะดะขี้นก	9	9	5	3	1	0
มะป่องต้น	9	9	6	1	2	0
มะม่วงป่า	9	9	5	2	2	0
มะลารอกัน	9	9	6	3	0	0
มะฮอกกานี	9	9	6	3	0	0
มะเขือพวง	9	9	6	3	0	0
มะเขือมอญ	9	9	6	3	0	0
มะเขือเทศ	9	9	5	4	0	0
มะเหมื่อย	9	9	5	3	1	0
มักกะลีผล	9	9	6	3	0	0
มักกะโรนี	9	9	5	4	0	0
มัจฉาชาติ	9	9	5	4	0	0
มัชฌิมยาม	9	9	6	3	0	0
มัชฌิมวัย	9	9	6	3	0	0
มัชวิรัติ	9	9	5	4	0	0
มัตถลุงค์	9	9	6	2	0	1
มันขี้หนู	9	9	5	3	1	0
มันเขี้ยว	9	9	5	3	1	0
มั่นเหมาะ	9	9	4	4	1	0
มาตราพฤติ	9	9	6	4	0	0
มาตราส่วน	9	9	6	2	1	0
มาตุลุงค์	9	9	5	3	0	1
ม่านบังตา	9	9	5	3	1	0
ม่านสองไข	9	9	6	2	1	0
ม่ายเมียง	9	9	5	3	1	0
มาราธิราช	9	9	5	4	0	0
มาลัยเปีย	9	9	5	4	0	0
มิจฉาทิฐิ	9	9	5	4	0	0
มิจฉาวาจา	9	9	5	4	0	0
มิดเมี้ยน	9	9	5	3	1	0
มิน่าเล่า	9	9	3	4	2	0
มิลลิกรัม	9	9	6	3	0	0
มิลลิบาร์	9	9	5	3	0	1
มิลลิลิตร	9	9	6	3	0	0
มิลลิเมตร	9	9	6	3	0	0
มิอย่าเลย	9	9	5	3	1	0
มีดประแดะ	9	9	5	4	0	0
มีดปาดตาล	9	9	6	3	0	0
มีดสับหมู	9	9	6	3	0	0
มีดหั่นยา	9	9	5	3	1	0
มีดเหลียน	9	9	6	3	0	0
มีอันเป็น	9	9	5	4	0	0
มือที่สาม	9	9	5	3	1	0
มือเที่ยง	9	9	5	3	1	0
มือไม่ถึง	9	9	5	3	1	0
มุขกระสัน	9	9	6	3	0	0
มุ่งแต่จะ	9	9	4	3	2	0
มุนิกุญชร	9	9	6	3	0	0
มุมประชิด	9	9	6	3	0	0
มุมยกขึ้น	9	9	6	2	1	0
มุมสะท้อน	9	9	6	2	1	0
มุฮัมหมัด	9	9	6	3	0	0
มุโขโลกนะ	9	9	5	4	0	0
มเหศักดิ์	9	9	5	3	0	1
มโนทุจริต	9	9	6	3	0	0
มโนสุจริต	9	9	6	3	0	0
มไหศวรรย์	9	9	7	1	0	1
เม็ดพระศก	9	9	6	3	0	0
เม็ดละมุด	9	9	5	4	0	0
เม็ดเลือด	9	9	5	4	0	0
เม็ดโลหิต	9	9	5	4	0	0
เมตริกตัน	9	9	6	3	0	0
เมริเดียน	9	9	5	4	0	0
เมล์อากาศ	9	9	5	3	0	1
เมียงม่าย	9	9	5	3	1	0
เมี่ยงลาว	9	9	5	3	1	0
เมี่ยงส้ม	9	9	5	2	2	0
เมืองขึ้น	9	9	5	3	1	0
เมืองหลวง	9	9	7	2	0	0
เมื่อนั้น	9	9	4	3	2	0
เมื่อยปาก	9	9	5	3	1	0
เมื่อยล้า	9	9	4	3	2	0
เมื่อไหร่	9	9	4	3	2	0
แม่กระแชง	9	9	5	3	1	0
แมงกะพรุน	9	9	6	3	0	0
แมงดาถ้วย	9	9	6	2	1	0
แมงดาทะเล	9	9	5	4	0	0
แมงหางแดง	9	9	6	3	0	0
แม้นเขียน	9	9	5	3	1	0
แม่ย่านาง	9	9	4	3	2	0
แมลงดาสวน	9	9	7	2	0	0
แม่เลี้ยง	9	9	4	3	2	0
โมกราชินี	9	9	5	4	0	0
โมกษะพยาน	9	9	6	3	0	0
โมฆียกรรม	9	9	7	2	0	0
ไม้กระดาน	9	9	5	3	1	0
ไม้กระถาง	9	9	5	3	1	0
ไม้กระบอง	9	9	6	2	1	0
ไม้กากบาท	9	9	5	3	1	0
ไม้กางเขน	9	9	5	3	1	0
ไม้กำมะลอ	9	9	5	3	1	0
ไม่กี่น้ำ	9	9	3	3	3	0
ไม่กี่อัฐ	9	9	4	3	2	0
ไม้ขี้ฉ้อ	9	9	4	2	3	0
ไม้ควักหู	9	9	5	3	1	0
ไม้ตายขาน	9	9	5	3	1	0
ไม้ตีพริก	9	9	5	3	1	0
ไม้บรรทัด	9	9	6	2	1	0
ไม้ประจัน	9	9	5	3	1	0
ไม้ประดับ	9	9	5	3	1	0
ไม่ยี่หระ	9	9	4	3	2	0
ไม้ยืนต้น	9	9	5	2	2	0
ไม้ล้มลุก	9	9	5	2	2	0
ไม้สามอัน	9	9	5	3	1	0
ไม่เข้ายา	9	9	3	4	2	0
ไม้เลี้ยง	9	9	4	3	2	0
ไม่เห็นจะ	9	9	4	4	1	0
ไม้เอนชาย	9	9	5	3	1	0
ไม้แปรรูป	9	9	5	3	1	0
ไมโครกรัม	9	9	6	3	0	0
ไมโครลิตร	9	9	6	3	0	0
ไมโครเมตร	9	9	6	3	0	0
ไม่ได้สิบ	9	9	4	3	2	0
ไม้ไต่คู้	9	9	3	3	3	0
ไม้ไหลลอย	9	9	6	2	1	0
ยกกระบัตร	9	9	7	2	0	0
ยกกระเปาะ	9	9	5	4	0	0
ยกเครื่อง	9	9	6	2	1	0
ยกเหลี่ยม	9	9	6	2	1	0
ยถาภูตญาณ	9	9	6	3	0	0
ย่องเหง็ด	9	9	6	2	1	0
ยอดเยี่ยม	9	9	6	2	1	0
ย้อนเนื้อ	9	9	5	2	2	0
ยะยุรบาตร	9	9	6	3	0	0
ยักกระสาย	9	9	6	3	0	0
ยักเงี่ยง	9	9	5	3	1	0
ยักเยื้อง	9	9	5	3	1	0
ยัชโญปวีต	9	9	6	3	0	0
ยัฐิมธุกา	9	9	5	4	0	0
ยัติภังค์	9	9	5	3	0	1
ยันตรกรรม	9	9	8	1	0	0
ยั่วเมือง	9	9	5	3	1	0
ยั้วเยี้ย	9	9	4	3	2	0
ยาขี้ผึ้ง	9	9	4	3	2	0
ย่านพาโหม	9	9	5	3	1	0
ย่านลิเภา	9	9	4	4	1	0
ยามตูดชาย	9	9	6	3	0	0
ยาลูกกลอน	9	9	7	2	0	0
ยาวเฟื้อย	9	9	5	3	1	0
ยาวเหยียด	9	9	6	3	0	0
ยาสมุนไพร	9	9	6	3	0	0
ย่ำเขี้ยว	9	9	4	3	2	0
ยิ้มกริ่ม	9	9	5	2	2	0
ยิมนาสติก	9	9	6	3	0	0
ยิ้มยียวน	9	9	6	2	1	0
ยี่หุบหนู	9	9	5	3	1	0
ยึดทรัพย์	9	9	6	2	0	1
ยึดหัวหาด	9	9	6	3	0	0
ยืนค้ำหัว	9	9	5	3	1	0
ยืนชิงช้า	9	9	5	3	1	0
ยืนต้นตาย	9	9	6	2	1	0
ยุกติธรรม	9	9	7	2	0	0
ยุคันตวาต	9	9	6	3	0	0
ยุ่งเหยิง	9	9	5	3	1	0
ยุทธนาการ	9	9	6	3	0	0
ยุทธภัณฑ์	9	9	6	2	0	1
ยุทธวินัย	9	9	6	3	0	0
ยุทธหัตถี	9	9	6	3	0	0
ยุไม่ขึ้น	9	9	4	3	2	0
ยูเรเนียม	9	9	5	4	0	0
ยูโรเพียม	9	9	5	4	0	0
เย็นเฉียบ	9	9	5	4	0	0
เย็นเตาโฟ	9	9	4	5	0	0
เย็นเยียบ	9	9	5	4	0	0
เย็นเยือก	9	9	5	4	0	0
เยภุยสิกา	9	9	5	4	0	0
เย่อหยิ่ง	9	9	5	2	2	0
เยาวมาลย์	9	9	5	3	0	1
เยิ่นเย้อ	9	9	4	3	2	0
เยี่ยมยอด	9	9	6	2	1	0
เยี่ยวงัว	9	9	5	3	1	0
เยี่ยวอูฐ	9	9	5	3	1	0
เยือกเย็น	9	9	5	4	0	0
เยื้องยัก	9	9	5	3	1	0
แยกเขี้ยว	9	9	5	3	1	0
รถจักรยาน	9	9	7	2	0	0
รถฉุกเฉิน	9	9	6	3	0	0
รถทัศนาจร	9	9	7	2	0	0
รถยนต์ราง	9	9	7	1	0	1
รถรับจ้าง	9	9	6	2	1	0
รถเครื่อง	9	9	6	2	1	0
รถแท็กซี่	9	9	5	3	1	0
รมณียสถาน	9	9	7	2	0	0
ร่วมชายคา	9	9	6	2	1	0
ร่วมชีวิต	9	9	6	2	1	0
ร่วมรสรัก	9	9	7	1	1	0
ร้องทุกข์	9	9	6	1	1	1
รองพระบาท	9	9	7	2	0	0
ร้องเรียก	9	9	6	2	1	0
ร้องเรียน	9	9	6	2	1	0
ร้อนอาสน์	9	9	6	1	1	1
ระดับทะเล	9	9	5	4	0	0
ระทดระทวย	9	9	7	2	0	0
ระนาดทุ้ม	9	9	5	3	1	0
ระนาดแก้ว	9	9	5	3	1	0
ระยำตำบอน	9	9	6	3	0	0
ระลึกชาติ	9	9	5	4	0	0
ระวาดระไว	9	9	5	4	0	0
ระอิดระอา	9	9	5	4	0	0
ระเกะระกะ	9	9	4	5	0	0
ระเนระนาด	9	9	5	4	0	0
ระเบิดขวด	9	9	6	3	0	0
ระเบิดมือ	9	9	5	4	0	0
รักขี้หมู	9	9	5	3	1	0
รักษาหน้า	9	9	5	3	1	0
รังสีบีตา	9	9	5	4	0	0
รัชชูปการ	9	9	6	3	0	0
รัฐประหาร	9	9	6	3	0	0
รัฐศาสตร์	9	9	6	2	0	1
รัดพัสตร์	9	9	6	2	0	1
รัตจันทน์	9	9	6	2	0	1
รัตนาภรณ์	9	9	6	2	0	1
รับของโจร	9	9	7	2	0	0
รับประกัน	9	9	6	3	0	0
รับประทาน	9	9	6	3	0	0
รับผิดชอบ	9	9	7	2	0	0
รับฟังได้	9	9	5	3	1	0
รับราชการ	9	9	6	3	0	0
รับสมอ้าง	9	9	6	2	1	0
รับสัมผัส	9	9	6	3	0	0
รั้วไซมาน	9	9	5	3	1	0
รากสามสิบ	9	9	6	3	0	0
รางบรรทัด	9	9	7	2	0	0
ราชทินนาม	9	9	6	3	0	0
ราชบัณฑิต	9	9	6	3	0	0
ราชลัญจกร	9	9	7	2	0	0
ราชศาสตร์	9	9	6	2	0	1
ราชสมบัติ	9	9	6	3	0	0
ราชาธิราช	9	9	5	4	0	0
ราชาภิเษก	9	9	5	4	0	0
ราชาศัพท์	9	9	5	3	0	1
ราชินิกุล	9	9	5	4	0	0
ราชินีกุล	9	9	5	4	0	0
ราชินีนาถ	9	9	5	4	0	0
ราชโยงการ	9	9	6	3	0	0
ราชโองการ	9	9	6	3	0	0
รายงานตัว	9	9	6	3	0	0
รายตีนตอง	9	9	7	2	0	0
ร่ายสุภาพ	9	9	5	3	1	0
ร่ายโบราณ	9	9	5	3	1	0
ราวพระแสง	9	9	6	3	0	0
ร้าวรานใจ	9	9	5	3	1	0
ราวเรื่อง	9	9	5	3	1	0
ราษราตริน	9	9	6	3	0	0
ริบทรัพย์	9	9	6	2	0	1
ริบราชบาต	9	9	6	3	0	0
รี ๆ รอ ๆ	9	6	3	1	0	0
รุกขเทวดา	9	9	6	3	0	0
รุ่งสว่าง	9	9	5	2	2	0
รุ่งเรือง	9	9	5	3	1	0
รุ่งโรจน์	9	9	5	2	1	1
รุ่นกระทง	9	9	6	2	1	0
รูดทรัพย์	9	9	6	2	0	1
รูทีเนียม	9	9	5	4	0	0
รูบิเดียม	9	9	5	4	0	0
รูปสมบัติ	9	9	6	3	0	0
รู้เต็มอก	9	9	5	3	1	0
รู้เรื่อง	9	9	4	3	2	0
รู้ไม่ถึง	9	9	4	3	2	0
เรียกขวัญ	9	9	6	3	0	0
เรียกร้อง	9	9	6	2	1	0
เรียงความ	9	9	6	3	0	0
เรียงหมอน	9	9	7	2	0	0
เรียงเม็ด	9	9	5	4	0	0
